Timestamp                       Thread     Type        Activity             PID    TTL  
2024-10-30 10:19:58.903570-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.904758-0300 0x2865     Default     0x0                  1145   0    TextInputSwitcher: (TextInputMenuUI) <private>
2024-10-30 10:19:58.903761-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.903875-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.903983-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.904071-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.904284-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.904604-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.904835-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.905027-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.905318-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.905443-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.905533-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.905729-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.905764-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.906384-0300 0x2865     Default     0x0                  1145   0    TextInputSwitcher: (AppKit) [com.apple.AppKit:Window] order window: 6c op: 0 relative: 0 related: 0
2024-10-30 10:19:58.905843-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.905998-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.906078-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.906209-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.906339-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.906421-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.906564-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.898876-0300 0xa568     Default     0x59f83              4485   0    Safari: (libxpc.dylib) [com.apple.xpc:connection] [0x12309b610] invalidated because the current process cancelled the connection by calling xpc_connection_cancel()
2024-10-30 10:19:58.899052-0300 0x1e6f4    Default     0x0                  1004   0    CursorUIViewService: (libxpc.dylib) [com.apple.xpc:connection] [0x12b8351e0] invalidated after getting a no-senders notification - client is gone
2024-10-30 10:19:58.906662-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.899047-0300 0xa568     Activity    0x59f89              4485   0    Safari: (libsystem_trace.dylib) Activity for state dumps
2024-10-30 10:19:58.899254-0300 0x2259     Default     0x0                  1004   0    CursorUIViewService: (libxpc.dylib) [com.apple.xpc:connection] [0x12a60a580] invalidated because the current process cancelled the connection by calling xpc_connection_cancel()
2024-10-30 10:19:58.906840-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.899046-0300 0xa568     Fault       0x59f89              4485   0    Safari: (ViewBridge) [com.apple.ViewBridge:miscellany] CLIENT ERROR: TUINSRemoteViewController does not override -<private> and thus cannot react to catastrophic errors beyond logging them
2024-10-30 10:19:58.903226-0300 0x2259     Default     0x59f83              1004   0    CursorUIViewService: [com.apple.TextInputUI:ViewService] -[TUICursorUIViewService setAccessories:]: <private>
2024-10-30 10:19:58.906946-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.903938-0300 0x2259     Default     0x59f83              1004   0    CursorUIViewService: [com.apple.TextInputUI:ViewService] -[TUICursorUIViewService updateCursorAccessories]: view count=0
2024-10-30 10:19:58.907090-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.904081-0300 0x2259     Default     0x59f83              1004   0    CursorUIViewService: [com.apple.TextInputUI:ViewService] -[TUICursorUIViewService setTextCursorIsActive:]: NO
2024-10-30 10:19:58.907188-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.907257-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.907390-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.907545-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.907804-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.908134-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.908366-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.908540-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.907833-0300 0x1e8f2    Default     0x0                  377    0    runningboardd: (AppServerSupport) [com.apple.libxpc.OSLaunchdJob:all] 0DD5A54A-6FB3-428C-B0FA-A5DF5E1B2059 monitor: got an update with info exited, wait4() status=0
2024-10-30 10:19:58.908801-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.908935-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.909069-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.909184-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.904167-0300 0x2259     Default     0x59f83              1004   0    CursorUIViewService: [com.apple.TextInputUI:ViewService] -[TUINSTextInputMenuController deactivateInputModeSwitcher]
2024-10-30 10:19:58.909246-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.909350-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.909477-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.909571-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.909653-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.909834-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.909916-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.910032-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.910270-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.910333-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.910432-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.910563-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.910666-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.910762-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.910891-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.910972-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.911066-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.911195-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.911277-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.911371-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.911495-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.911580-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.911669-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.911804-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.911911-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.912007-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.912139-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.912217-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.912313-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.912473-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.912544-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.912641-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.912819-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.912893-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.912992-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.913133-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.913210-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.913324-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.913518-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.913609-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.913776-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.913955-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.911648-0300 0x1e8f2    Default     0x0                  377    0    runningboardd: (RunningBoard) [com.apple.runningboard:ttl] [xpcservice<com.apple.WebKit.WebContent([app<application.com.apple.Safari.59603.59758(502)>:4485])(502)>{vt hash: 0}[uuid:28BA69ED-9960-4C05-B94B-F111B91186A3]:11712:11712] termination reported by launchd (0, 0, 0)
2024-10-30 10:19:58.914015-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.914115-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.914245-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.914323-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.914428-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.914605-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.914676-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.914769-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.914831-0300 0x1e8f2    Default     0x0                  377    0    runningboardd: (RunningBoard) [com.apple.runningboard:process] Removing process: [xpcservice<com.apple.WebKit.WebContent([app<application.com.apple.Safari.59603.59758(502)>:4485])(502)>{vt hash: 0}[uuid:28BA69ED-9960-4C05-B94B-F111B91186A3]:11712:11712]
2024-10-30 10:19:58.914908-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.914990-0300 0x1e8f2    Default     0x0                  377    0    runningboardd: (RunningBoard) [com.apple.runningboard:ttl] Existing process in RBProcessIndex is: (null)
2024-10-30 10:19:58.915079-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.915290-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.915318-0300 0x1e8f2    Default     0x0                  377    0    runningboardd: (RunningBoard) [com.apple.runningboard:general] removeJobWithInstance called for identity without existing job [xpcservice<com.apple.WebKit.WebContent([app<application.com.apple.Safari.59603.59758(502)>:4485])(502)>{vt hash: 0}[uuid:28BA69ED-9960-4C05-B94B-F111B91186A3]:11712:11712]
2024-10-30 10:19:58.915462-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.915635-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.915715-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.915902-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.915985-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.916086-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.916230-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.916348-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.916488-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.917203-0300 0x1e85f    Default     0x0                  747    0    trustd: (libxpc.dylib) [com.apple.xpc:connection] [0x153b2a1c0] invalidated after getting a no-senders notification - client is gone
2024-10-30 10:19:58.916628-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.916694-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.917543-0300 0x1e93f    Default     0x0                  979    0    ViewBridgeAuxiliary: (libxpc.dylib) [com.apple.xpc:connection] [0x131e13690] invalidated after getting a no-senders notification - client is gone
2024-10-30 10:19:58.916799-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.916936-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.917006-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.917108-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.917237-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.917319-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.917506-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.917650-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.917816-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.917916-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.918052-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.918121-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.918221-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.918350-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.918439-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.918527-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.918661-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.918734-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.918833-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.918959-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.919039-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.919138-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.919277-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.919347-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.919444-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.919574-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.919653-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.919748-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.919881-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.919959-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.920054-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.920181-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.920257-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.920953-0300 0xced      Default     0x0                  372    0    WindowServer: (FuseBoardServices) [com.apple.FuseBoard:SkyBridge] <private> updated window 980 from "visible" to "occluded".
2024-10-30 10:19:58.920357-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.921018-0300 0xced      Default     0x0                  372    0    WindowServer: (FuseBoardServices) [com.apple.FuseBoard:SkyBridge] <private> overall window state is now "occluded"
2024-10-30 10:19:58.920496-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.920567-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.920688-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.920832-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.920904-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.921009-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.921141-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.921345-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.921556-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.921693-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.921767-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
2024-10-30 10:19:58.921862-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskLoadEntitlements failed error=3 cs_flags=ffffffff, pid=11712
2024-10-30 10:19:58.921991-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) SecTaskCopyDebugDescription: No such process[11712]/0#-1 LF=3
2024-10-30 10:19:58.922086-0300 0x1e8f4    Default     0x59fc3              377    0    runningboardd: (Security) Failed to get cs_flags, error=3
